type,properties/cp,properties/la_name,properties/road,properties/rcat,properties/easting,properties/northing,geometry/type,geometry/coordinates/0,geometry/coordinates/1
Feature,16746,Greenwich,A206,PU,543000,179200,Point,0.058524999524747,51.493611126652915
Feature,16748,Greenwich,A207,PU,542000,176920,Point,0.043213592395425,51.47337502378407
Feature,16751,Greenwich,A210,PU,542000,174580,Point,0.042274437092223,51.45234781428232
Feature,16752,Bexley,A211,PU,547000,171200,Point,0.112781143047956,51.420701314720525
Feature,16753,Lewisham,A212,PU,534100,171460,Point,-0.072533054786822,51.426234263555266
Feature,16755,Bromley,A213,PU,535530,171000,Point,-0.052152674027124,51.42176053033666
Feature,16756,Croydon,A213,PU,531900,166640,Point,-0.105949626121593,51.383433439353546
Feature,16758,Wandsworth,A214,PU,528500,172020,Point,-0.152833637869781,51.432563472699414
Feature,16759,Southwark,A215,PU,532600,176200,Point,-0.092321044326403,51.46918411999292
Feature,16760,Croydon,A215,PU,533120,169700,Point,-0.087281240458796,51.41064843521711
Feature,16764,Wandsworth,A219,PU,524060,175400,Point,-0.215488536349692,51.46392956445112
Feature,16765,Bexley,A221,PU,549450,175360,Point,0.149746009603476,51.457440449608555
Feature,16766,Bexley,A222,PU,546050,171080,Point,0.099078496173629,51.419868419390276
Feature,16767,Bromley,A222,PU,536720,169000,Point,-0.035818923454178,51.40350197297087
Feature,16768,Croydon,A222,PU,534000,166200,Point,-0.075955780075687,51.37898775148137
Feature,16783,Sutton,A232,PU,529900,165000,Point,-0.135273056034265,51.36915553654898
Feature,16784,Bromley,A233,PU,542070,166000,Point,0.039845650592552,51.375229792898985
Feature,16785,Bromley,A234,PU,535660,170000,Point,-0.050666533896091,51.41274288762938
Feature,16787,Croydon,A236,PU,530000,167360,Point,-0.132974315930537,51.3903421303824
Feature,16789,Merton,A238,PU,525000,169850,Point,-0.20392178477909,51.41384329120154
Feature,16790,Merton,A239,PU,528000,168310,Point,-0.161361059156929,51.39933426368613
Feature,16791,Kingston upon Thames,A243,PU,518000,166940,Point,-0.305499220200538,51.38918749638653
Feature,16838,Merton,A298,PU,524000,169150,Point,-0.218538743831259,51.40777149726047
Feature,16840,Southwark,A300,PU,532070,179700,Point,-0.098638993425748,51.500761495159416
Feature,16841,Southwark,A201,PU,531836,179227,Point,-0.102184915358144,51.49656536516837
Feature,16851,Richmond upon Thames,A305,PU,516000,173120,Point,-0.332209547660327,51.445145156355544
Feature,16852,Kingston upon Thames,A307,PU,518210,170000,Point,-0.301463745721214,51.41664663844242
Feature,16854,Kensington and Chelsea,A308,PU,527000,178550,Point,-0.172056708654378,51.49158739252423
Feature,16859,Richmond upon Thames,A309,PU,515680,172000,Point,-0.337177820158309,51.43514404911398
Feature,16860,Richmond upon Thames,A310,PU,516130,174000,Point,-0.330051164281321,51.45302789427622
Feature,16861,Richmond upon Thames,A311,PU,514230,170000,Point,-0.358673261306067,51.41746187613519
Feature,16863,Hounslow,A312,PU,510750,174000,Point,-0.407447812486508,51.454104920443164
Feature,16864,Richmond upon Thames,A313,PU,514000,171450,Point,-0.361513312488576,51.43054086200865
Feature,16866,Hammersmith and Fulham,A315,PU,524000,178720,Point,-0.215187249399155,51.49378059968405
Feature,16867,Hounslow,A315,PU,521000,178500,Point,-0.258455915658518,51.49245285331168
Feature,16870,Richmond upon Thames,A316,PU,516300,174400,Point,-0.327474214248298,51.45658818351909
Feature,16928,Hounslow,A315,PU,512000,174970,Point,-0.389157953443816,51.46257774962893
Feature,17007,Camden,A400,PU,529000,185000,Point,-0.140904773160949,51.549100403041585
Feature,17008,Camden,A400,PU,529200,183160,Point,-0.13869681820253,51.532518900900605
Feature,17009,Islington,A401,PU,531130,182220,Point,-0.111237295079967,51.523626777251486
Feature,17013,Brent,A404,PU,516400,186950,Point,-0.321895146745704,51.56936427435736
Feature,17014,Brent,A404,PU,518200,185120,Point,-0.296550292576981,51.5525428594254
Feature,17015,Westminster,A404,PU,524000,182440,Point,-0.213879983925321,51.52721322000822
Feature,17018,Ealing,A406,PU,518725,180000,Point,-0.290706114746737,51.506416228445886
Feature,17019,Brent,A406,PU,522000,187000,Point,-0.241116380625251,51.56863077054897
Feature,17020,Barnet,A406,PU,525400,189550,Point,-0.191175075560597,51.590802449666135
Feature,17021,Enfield,A406,PU,531830,192500,Point,-0.097299174845682,51.61584608288066
Feature,17022,Redbridge,A406,PU,540000,190450,Point,0.019811332494517,51.595453923375366
Feature,17023,Brent,A407,PU,523520,185000,Point,-0.219898253790145,51.550325689741804
Feature,17024,Hillingdon,A408,PU,507150,178000,Point,-0.458028123191031,51.49075082428517
Feature,17025,Barnet,A410,PU,518540,193000,Point,-0.288989633845405,51.623293141861545
Feature,17099,Hillingdon,A437,PU,508760,178000,Point,-0.434847039476781,51.49044370716225
Feature,17168,Islington,A501,PU,532800,182000,Point,-0.087262289836533,51.52125981058706
Feature,17169,Camden,A501,PU,529600,182500,Point,-0.133175872788191,51.52649598939187
Feature,17170,Camden,A502,PU,528830,184000,Point,-0.143721046994306,51.5401523561588
Feature,17171,Haringey,A503,PU,533000,188400,Point,-0.081963388950236,51.57872661775179
Feature,17172,Islington,A503,PU,530600,186100,Point,-0.117433890893156,51.55861801095024
Feature,17174,Haringey,A504,PU,533000,189120,Point,-0.081690874731187,51.58519688313763
Feature,17175,Barnet,A504,PU,526000,189830,Point,-0.182417880634947,51.59318504852216
Feature,17176,Barnet,A504,PU,522400,188500,Point,-0.234825597280594,51.58202504833365
Feature,17196,Camden,A5202,PU,529120,184380,Point,-0.139402399235287,51.543501141209525
Feature,17274,Barnet,A598,PU,525000,188120,Point,-0.197455018158218,51.57803976352645
Feature,17425,Barnet,A1000,PU,525000,196120,Point,-0.194604028502325,51.64993586761654
Feature,17426,Barnet,A1000,PU,526500,191000,Point,-0.174782002360133,51.60358779914706
Feature,17427,Enfield,A1004,PU,529670,194000,Point,-0.127924669538214,51.62982739601326
Feature,17428,Redbridge,A1009,PU,541000,191300,Point,0.034580294147647,51.602842647114365
Feature,17429,Enfield,A1010,PU,535700,199000,Point,-0.03891751017835,51.67333722990932
Feature,17461,Redbridge,A1083,PU,545000,186520,Point,0.090325743200502,51.55887690645719
Feature,17472,Barking and Dagenham,A1112,PU,548440,188980,Point,0.14095202250452,51.58008652293646
Feature,17496,Tower Hamlets,A1202,PU,533980,181190,Point,-0.070572073413479,51.5137022680833
Feature,17498,Tower Hamlets,A1208,PU,534000,183100,Point,-0.069558168264277,51.53086176034625
Feature,17512,Croydon,A2022,PU,532000,160900,Point,-0.106641939349851,51.331825118141545
Feature,17522,Lewisham,A2216,PU,535000,172000,Point,-0.059389913235779,51.43087351557765
Feature,17523,Lewisham,A2218,PU,538000,171650,Point,-0.01639772205625,51.427006152548586
Feature,17524,Ealing,A4001,PU,515477,180000,Point,-0.337484909009834,51.50708871754187
Feature,17525,Richmond upon Thames,A3004,PU,517000,174160,Point,-0.317482928327915,51.45428698590872
Feature,17527,Hounslow,A3006,PU,513000,175720,Point,-0.374529514477651,51.469120216685525
Feature,17535,Lambeth,A3200,PU,530900,180000,Point,-0.115374423799637,51.50372948980279
Feature,17536,Wandsworth,A3036,PU,527000,175230,Point,-0.173249321496517,51.46175019300576
Feature,17553,Hounslow,A3063,PU,512740,176000,Point,-0.378181911022448,51.47168869844861
Feature,17567,Westminster,A3203,PU,530350,178960,Point,-0.123678304389569,51.4945102144963
Feature,17569,Wandsworth,A3205,PU,526689,176000,Point,-0.177447972130582,51.46873993992121
Feature,17570,Wandsworth,A3,PU,525528,174848,Point,-0.194562812136942,51.458645177905716
Feature,17572,Westminster,A3212,PU,529800,178030,Point,-0.131938393780527,51.48627886119692
Feature,17573,Kensington and Chelsea,A3216,PU,527930,179000,Point,-0.158505087880857,51.49542205601501
Feature,17574,Westminster,A3217,PU,528900,179330,Point,-0.144419085247733,51.498167583108525
Feature,17575,Hammersmith and Fulham,A3218,PU,524000,177520,Point,-0.215608410693763,51.48299583747145
Feature,17576,Kensington and Chelsea,A3220,PU,525400,178320,Point,-0.19517293351087,51.48987717783034
Feature,17577,Wandsworth,A3220,PU,527500,176450,Point,-0.165616069680985,51.472602120560055
Feature,17578,Brent,A4000,PU,521600,183200,Point,-0.248197556637849,51.53456513621519
Feature,17579,Ealing,A4000,PU,520520,181600,Point,-0.264308141282722,51.52041657984913
Feature,17580,Brent,A4005,PU,516000,185840,Point,-0.328030057621239,51.55947027284356
Feature,17585,Ealing,A4020,PU,518900,180436,Point,-0.288038863676287,51.51029806790641
Feature,17586,Ealing,A4020,PU,514050,180280,Point,-0.35794712749112,51.509894900701255
Feature,17600,Ealing,A4090,PU,516300,185000,Point,-0.323981909570069,51.55185886916903
Feature,17614,Ealing,A4127,PU,514230,181000,Point,-0.355121366103455,51.516329874319766
Feature,17620,Harrow,A4140,PU,516000,193430,Point,-0.325522998190204,51.627686670020104
Feature,17636,Hillingdon,A4180,PU,510000,186200,Point,-0.414435047505109,51.56390701913404
Feature,17637,Camden,A4200,PU,530600,181300,Point,-0.119213235922389,51.51548166377107
Feature,17638,Westminster,A4201,PU,529100,181000,Point,-0.140928584632663,51.51313010865593
Feature,17639,Westminster,A4202,PU,528089,180542,Point,-0.155656380969405,51.50924401185859
Feature,17640,Kensington and Chelsea,A4206,PU,525297,181053,Point,-0.195685729560473,51.514461972215486
Feature,17641,Westminster,A501,PU,527370,181750,Point,-0.165575229925306,51.52026272730365
Feature,17673,Barnet,A5100,PU,520000,192460,Point,-0.268093668851871,51.6181308016462
Feature,17676,Barnet,A5109,PU,520000,191400,Point,-0.268456293181272,51.60860419571741
Feature,17686,Barnet,A5150,PU,521000,189540,Point,-0.25466329700667,51.59167394982765
Feature,17687,Islington,A5200,PU,529730,185100,Point,-0.130345495594644,51.54983184685194
Feature,17688,Camden,A5200,PU,530720,182400,Point,-0.117077060259779,51.52533936622182
Feature,17689,Hackney,A5201,PU,533150,182610,Point,-0.081990142124386,51.526659280784195
Feature,17691,Westminster,A401,PU,529761,180893,Point,-0.131447596645919,51.51201720620028
Feature,17732,Sutton,A217,PU,524800,162990,Point,-0.209204774457776,51.35223355786244
Feature,17786,Harrow,A410,PU,513000,191270,Point,-0.369541825469471,51.60888294085633
Feature,17794,Wandsworth,A3,PU,525600,174660,Point,-0.193593716689039,51.45693961844776
Feature,17865,Barking and Dagenham,A124,PU,549200,186900,Point,0.151029821615933,51.56119679255796
Feature,17876,Havering,M25,TM,558360,185100,Point,0.282257576574213,51.54252920239391
Feature,17915,City of London,A1211,PU,532500,181570,Point,-0.091745389724746,51.5174659636155
Feature,17917,Westminster,A3214,PU,528970,179400,Point,-0.14338563603408,51.498780714065376
Feature,18046,Hackney,A107,PU,534800,185199,Point,-0.057228562518954,51.549533964631394
Feature,18054,Bromley,A232,PU,541995,165105,Point,0.03841148488491,51.367205935750896
Feature,18066,Kensington and Chelsea,A3220,PU,526339,177258,Point,-0.182034754252952,51.480123976063226
Feature,18167,Southwark,A302,PU,531549,179234,Point,-0.106314386576272,51.49669507934483
Feature,18169,Westminster,A5204,PU,528000,181174,Point,-0.156708866483839,51.51494393150918
Feature,18170,Camden,A40,PU,529917,181308,Point,-0.129047968193092,51.515710919260385
Feature,18265,Kingston upon Thames,A308,PU,518510,169520,Point,-0.297311897491613,51.41226990972384
Feature,18266,Croydon,A232,PU,531155,164784,Point,-0.117333872605292,51.36692610748412
Feature,18267,Barking and Dagenham,A124,PU,543917,184000,Point,0.073683608000977,51.53651015745624
Feature,18335,Croydon,A212,PU,532300,164900,Point,-0.100852215657714,51.367703216931005
Feature,18336,Hackney,A10,PU,533650,187000,Point,-0.07312050930776,51.56599196175664
Feature,18338,Lewisham,A2,PU,536720,177000,Point,-0.032731732052351,51.47539354295982
Feature,18339,Lambeth,A203,PU,531000,175800,Point,-0.115491444383898,51.46596177398468
Feature,18340,Lambeth,A214,PU,529770,171600,Point,-0.134727802376293,51.42849971638935
Feature,18345,Waltham Forest,A106,PU,538200,186150,Point,-0.007849423599115,51.557257890973155
Feature,18346,Newham,A118,PU,539000,184400,Point,0.002992210049219,51.54133584762284
Feature,18427,Southwark,A215,PU,532060,174150,Point,-0.100856028061666,51.450887436959015
Feature,18434,Newham,A124,PU,543000,183663,Point,0.060334126458158,51.53371481826173
Feature,18436,Tower Hamlets,A1210,PU,533800,181070,Point,-0.073210055199877,51.512666508591735
Feature,18452,Brent,A404,PU,521751,183373,Point,-0.245961778620948,51.53608743425612
Feature,18454,Westminster,A501,PU,528800,182200,Point,-0.144811257975503,51.52398281221376
Feature,18455,Croydon,A23,PU,531090,164650,Point,-0.118316443167783,51.365736844849174
Feature,18456,Hackney,A1200,PU,532740,182750,Point,-0.087844219212819,51.52801385417406
Feature,18459,Islington,A501,PU,532700,182650,Point,-0.088458155053053,51.52712458861555
Feature,18460,Kensington and Chelsea,A3218,PU,525467,178119,Point,-0.194279776521332,51.488055900355846
Feature,18461,Lambeth,A23,PU,531120,175730,Point,-0.113790838373857,51.46530492747994
Feature,18462,Lambeth,A214,PU,529642,171797,Point,-0.136495930736614,51.430299429866324
Feature,18463,Lambeth,A3204,PU,530634,178060,Point,-0.119922384280918,51.486356577231696
Feature,18465,Southwark,A3,PU,532740,180270,Point,-0.088777531271907,51.50572705133809
Feature,18466,Southwark,A205,PU,534000,173390,Point,-0.073240794719502,51.44360215856061
Feature,18467,Tower Hamlets,A3211,PU,533634,180720,Point,-0.075733399293299,51.5095604716037
Feature,18468,City of London,A3211,PU,531350,180820,Point,-0.108589327438059,51.510994288400106
Feature,18470,Bexley,A2,PU,549899,174302,Point,0.15575592490467,51.44781531987791
Feature,18471,Lewisham,A200,PU,536667,178003,Point,-0.033106604003663,51.484419676914676
Feature,18472,Havering,A118,PU,551000,189002,Point,0.177880243294411,51.57960466822831
Feature,18473,Newham,A118,PU,542280,185666,Point,0.050769695364534,51.55189519582563
Feature,18474,Waltham Forest,A106,PU,538413,186386,Point,-0.004686027290196,51.55932642593405
Feature,18476,Hillingdon,A4,PR,504500,177160,Point,-0.496432617687985,51.48369595535145
Feature,18478,Westminster,A5,PU,526000,182930,Point,-0.184889136095084,51.53117453175707
Feature,18488,Richmond upon Thames,A3004,PU,516620,174600,Point,-0.322804600866789,51.45831998083534
Feature,18490,Lambeth,A3203,PU,530477,178943,Point,-0.12185616859932,51.494328165264484
Feature,18492,Ealing,A4000,PU,521685,182900,Point,-0.247076245840425,51.5318506203197
Feature,18493,Sutton,A2043,PU,522310,166000,Point,-0.243909698543579,51.3798273288947
Feature,18494,Hammersmith and Fulham,A304,PU,525599,177259,Point,-0.192685220438012,51.48029763217005
Feature,18496,Hammersmith and Fulham,A4,PU,522005,178312,Point,-0.244051536513134,51.49054741772217
Feature,18497,Tower Hamlets,A107,PU,534850,183388,Point,-0.05720123493066,51.53324763771824
Feature,18526,Barking and Dagenham,A13,PU,545000,183238,Point,0.088974361600573,51.52938618031677
Feature,18527,Redbridge,A406,PU,541260,190000,Point,0.037808988126091,51.59109599180485
Feature,18560,Greenwich,A2213,PU,541000,175740,Point,0.02835418500078,51.46302139032411
Feature,18599,City of London,A11,PU,533627,181289,Point,-0.075618701266504,51.51467547570662
Feature,18600,City of London,A4,PU,531270,181300,Point,-0.109562891376321,51.51532649683699
Feature,18604,City of London,A1211,PU,533000,181485,Point,-0.084575485007287,51.51658469262295
Feature,18605,Hounslow,A3063,PU,512881,175000,Point,-0.376471762701206,51.462672523851126
Feature,18611,Camden,A503,PU,529780,184952,Point,-0.129679327412878,51.54849031433032
Feature,18619,Croydon,A213,PU,534130,168594,Point,-0.073185197773971,51.40047131241352
Feature,18622,Kingston upon Thames,A308,PU,518090,169600,Point,-0.303321743687384,51.4130764927624
Feature,18623,Kingston upon Thames,A308,PU,518400,169320,Point,-0.298959599543781,51.41049530714859
Feature,18648,Enfield,A1055,PU,535410,193000,Point,-0.045429611299625,51.61949006919223
Feature,18663,Greenwich,A2041,PU,546170,180540,Point,0.104711263406042,51.504841729904484
Feature,18664,Westminster,A3214,PU,530000,179686,Point,-0.128449978765716,51.501115196030156
Feature,18686,Enfield,A110,PU,536000,195970,Point,-0.035759636707993,51.6460368177411
Feature,18727,Hounslow,A312,PU,510485,178535,Point,-0.409843292498155,51.49491825514649
Feature,18728,Newham,A1020,PU,543900,181900,Point,0.072581382250018,51.51764448185185
Feature,18736,Tower Hamlets,A1206,PU,538195,180834,Point,-0.010006337509252,51.50948866633799
Feature,18737,Enfield,A110,PU,532690,196560,Point,-0.083347337516415,51.6521290083875
Feature,18738,Westminster,A3213,PU,528600,178960,Point,-0.148873328988084,51.494910684821825
Feature,19028,Merton,A219,PU,525540,170471,Point,-0.195941030144656,51.419305200822954
Feature,19029,Merton,A217,PU,527690,168748,Point,-0.165657452061141,51.4033404624868
Feature,19035,Tower Hamlets,A1261,PU,537150,180780,Point,-0.025076215609025,51.50925782726523
Feature,26012,Hounslow,M4,TM,514700,178640,Point,-0.34911761446275,51.495023270170826
Feature,26078,City of London,A1,PU,532100,182000,Point,-0.097345921635718,51.5214238366042
Feature,26080,Barnet,A1,PU,524900,189400,Point,-0.198442416348305,51.58956536585862
